Gene	Mutations	Coverage	p-value	q-value	Rank
SIGIRR	2	3265	0.091456314	0.102880850	15209
ZSCAN26	2	3011	0.091461156	0.102880850	15210
CNPY2	2	3169	0.091462338	0.102880850	15211
NAGLU	2	3270	0.091478826	0.102892632	15212
MOCS2	2	3159	0.091521938	0.102934356	15213
RAB5IF	2	3256	0.091576670	0.102989143	15214
MT1H	2	4654	0.091584107	0.102990738	15215
MRPL55	2	3133	0.091667676	0.103077940	15216
STAC3	2	3089	0.091687395	0.103093339	15217
SYNE4	2	4124	0.091698406	0.103098944	15218
MED30	2	3060	0.091756281	0.103154122	15219
CTLA4	2	4093	0.091759541	0.103154122	15220
LHX5	2	4869	0.091795346	0.103187594	15221
PPP1R9B	2	4597	0.091858612	0.103251928	15222
KCTD6	2	3731	0.091885289	0.103275129	15223
CBX7	2	3627	0.091927439	0.103315717	15224
LRRC20	2	3213	0.091941713	0.103324973	15225
CCL21	2	3164	0.091959558	0.103338239	15226
FAM217A	2	4292	0.091977199	0.103351275	15227
BTG3	2	3344	0.091999522	0.103369571	15228
PI4K2B	2	4475	0.092012036	0.103376843	15229
SAP18	2	3911	0.092147577	0.103522327	15230
RGS16	2	3229	0.092197509	0.103571622	15231
TCAP	2	3496	0.092224946	0.103588596	15232
RFX2	2	3046	0.092229225	0.103588596	15233
POLR3K	2	4774	0.092240508	0.103588596	15234
DAP	2	4691	0.092242005	0.103588596	15235
IGLV5-45	2	4952	0.092242890	0.103588596	15236
PNKD	2	3978	0.092249706	0.103589451	15237
ZNF576	2	4778	0.092272156	0.103607862	15238
ARL9	2	3292	0.092308052	0.103641365	15239
BSPRY	2	4935	0.092364782	0.103698255	15240
DKK4	2	3858	0.092374369	0.103702215	15241
DHRS3	2	4825	0.092424201	0.103744130	15242
TACO1	2	4499	0.092428456	0.103744130	15243
RAP2C	2	4517	0.092434903	0.103744130	15244
ULK3	2	4354	0.092435959	0.103744130	15245
CPLANE2	2	3389	0.092469281	0.103774721	15246
CREB3L1	2	4169	0.092476208	0.103775688	15247
HERPUD1	2	3979	0.092521429	0.103818353	15248
CALHM4	2	3364	0.092526362	0.103818353	15249
DSTN	2	4698	0.092544151	0.103831504	15250
RDH5	2	4461	0.092562617	0.103845412	15251
HLA-DPA1	1	3302	0.092622094	0.103905326	15252
CPNE9	2	4503	0.092636593	0.103914778	15253
GOLGA6L9	2	4215	0.092651633	0.103924836	15254
ACP1	2	3087	0.092704714	0.103977559	15255
RDH13	2	4882	0.092739143	0.104009356	15256
VN1R1	2	4354	0.092748250	0.104012752	15257
IL4	2	3579	0.092808378	0.104073362	15258
UCN3	2	4620	0.092870932	0.104136683	15259
CTDNEP1	2	3258	0.092902991	0.104165805	15260
RMDN1	2	4376	0.092955077	0.104213237	15261
NOA1	2	4103	0.092957476	0.104213237	15262
RGN	2	3511	0.092986454	0.104238893	15263
PTGDS	2	3667	0.092999143	0.104246288	15264
EFCAB11	2	4351	0.093028492	0.104261999	15265
CTDSPL	2	4570	0.093030535	0.104261999	15266
IDH2	2	3577	0.093031440	0.104261999	15267
OR2S2	2	4515	0.093050861	0.104276934	15268
CBWD3	2	4526	0.093114012	0.104340870	15269
ZNF706	2	4019	0.093140601	0.104362417	15270
GNAT1	2	3803	0.093145439	0.104362417	15271
CRYAB	2	4329	0.093170015	0.104383116	15272
FAM104A	2	4305	0.093198290	0.104406445	15273
RNF151	2	4868	0.093203042	0.104406445	15274
CYBRD1	2	4158	0.093243905	0.104441622	15275
IL31	2	3745	0.093251779	0.104441622	15276
SEC61G	2	3352	0.093252756	0.104441622	15277
BST1	2	3568	0.093281783	0.104467293	15278
MANF	2	3960	0.093319792	0.104503020	15279
CABCOCO1	2	3469	0.093364361	0.104546087	15280
TRAV1-1	2	3536	0.093372460	0.104548314	15281
ANKRD1	2	4558	0.093405935	0.104578952	15282
DNAJC7	2	3538	0.093442653	0.104611785	15283
ZNF410	2	4795	0.093447488	0.104611785	15284
ZNRF1	2	4814	0.093463786	0.104618890	15285
NMNAT3	2	4834	0.093466064	0.104618890	15286
SMARCD3	2	3386	0.093473835	0.104620745	15287
STAT5A	2	3563	0.093513944	0.104650067	15288
TSSK3	2	4884	0.093514908	0.104650067	15289
RBM11	2	4882	0.093523238	0.104650067	15290
NAPSA	2	3207	0.093524498	0.104650067	15291
NMRAL1	2	4040	0.093533621	0.104653431	15292
ATP6V1G2	2	4672	0.093580840	0.104699416	15293
THAP1	2	4263	0.093661042	0.104782295	15294
B3GALNT2	2	4316	0.093686856	0.104802271	15295
THEM4	2	3910	0.093691147	0.104802271	15296
WSB2	2	4011	0.093732515	0.104841690	15297
THOC1	2	3695	0.093739966	0.104843170	15298
PDK2	2	3059	0.093773639	0.104873976	15299
TMEM223	2	3104	0.093796778	0.104892999	15300
PRIM2	2	3410	0.093885273	0.104985101	15301
IL10	2	4372	0.093911730	0.105007823	15302
KLHDC3	2	3937	0.094057635	0.105164094	15303
MOB1A	2	4855	0.094085359	0.105188218	15304
TMEM38A	2	4459	0.094202906	0.105302250	15305
TRIM47	2	4481	0.094204322	0.105302250	15306
H4C7	2	4625	0.094205817	0.105302250	15307
RAB19	2	4835	0.094228985	0.105321265	15308
HOMER3	2	4604	0.094312181	0.105401203	15309
PDC	1	3916	0.094312824	0.105401203	15310
TWIST1	2	4388	0.094519232	0.105624980	15311
WRNIP1	2	4061	0.094569533	0.105674288	15312
SLC25A5	1	4280	0.094609726	0.105712298	15313
APOD	2	3236	0.094621132	0.105718138	15314
MED20	2	3672	0.094665294	0.105758346	15315
ZNF550	2	4709	0.094669481	0.105758346	15316
MFSD14A	2	4663	0.094690632	0.105775068	15317
PCYT2	2	3480	0.094744243	0.105828046	15318
CCDC102A	2	3416	0.094793331	0.105875965	15319
KCNRG	1	3650	0.094809982	0.105887650	15320
SAMM50	1	4074	0.095045154	0.106138949	15321
USB1	2	4717	0.095047398	0.106138949	15322
DUOXA1	2	4332	0.095087637	0.106172167	15323
KLRC4	2	4000	0.095089555	0.106172167	15324
AKT1S1	2	3497	0.095149515	0.106232183	15325
POU5F1	2	4085	0.095205407	0.106287649	15326
FLYWCH2	2	3709	0.095224030	0.106301504	15327
RDH10	2	4302	0.095367692	0.106454933	15328
NME6	2	4317	0.095419388	0.106505691	15329
TECR	2	4187	0.095451682	0.106528105	15330
TIPRL	2	3432	0.095456620	0.106528105	15331
SAMD11	2	4975	0.095458147	0.106528105	15332
ATG14	2	4495	0.095469100	0.106533379	15333
GPIHBP1	2	4921	0.095489613	0.106545167	15334
CABP5	2	3629	0.095492118	0.106545167	15335
CCDC24	2	3358	0.095564178	0.106618616	15336
MIF4GD	2	4629	0.095635602	0.106691345	15337
DEFA6	2	3622	0.095643498	0.106693197	15338
NYX	2	3485	0.095783276	0.106842157	15339
MRPL57	2	4244	0.095803368	0.106857603	15340
RGS10	2	4855	0.095927456	0.106989034	15341
MBD3	1	4159	0.095935237	0.106990738	15342
STAC2	1	3618	0.095954883	0.107005674	15343
FAM43B	2	3287	0.096011361	0.107061678	15344
FOXQ1	2	3140	0.096073954	0.107124493	15345
HES7	1	4833	0.096238012	0.107300430	15346
AL669918.1	2	4635	0.096246968	0.107303422	15347
INO80C	2	3867	0.096266465	0.107318167	15348
MPI	2	3278	0.096291603	0.107339196	15349
GNPDA1	2	4584	0.096324407	0.107368770	15350
PSMD4	2	4143	0.096457051	0.107509618	15351
ERLIN1	2	4905	0.096534051	0.107588433	15352
ORMDL3	2	4868	0.096626358	0.107684296	15353
POU3F1	2	4527	0.096665397	0.107720785	15354
FARSB	2	4744	0.096894526	0.107969087	15355
LIF	2	4573	0.096924137	0.107993620	15356
GINM1	2	3576	0.096929166	0.107993620	15357
IL20RA	1	3936	0.096992685	0.108057354	15358
RPRD1A	2	4937	0.097007196	0.108066483	15359
RNF122	2	4503	0.097056703	0.108114596	15360
RPS15	2	3356	0.097090861	0.108145604	15361
THRB	2	4896	0.097100358	0.108149142	15362
FAHD2A	2	4604	0.097128920	0.108173913	15363
NDUFV2	2	3203	0.097142459	0.108181950	15364
DHH	2	4578	0.097163334	0.108198155	15365
DRC3	2	3380	0.097214026	0.108247558	15366
ST3GAL5	2	3490	0.097263990	0.108296145	15367
LCN9	2	4606	0.097283249	0.108310541	15368
C9orf24	1	4356	0.097335387	0.108361538	15369
MRM3	1	4158	0.097359091	0.108380874	15370
NIPSNAP3A	2	4809	0.097375302	0.108391869	15371
CMTM8	1	3207	0.097431160	0.108446991	15372
TRAV19	2	4038	0.097623244	0.108653724	15373
CCL16	2	4099	0.097790284	0.108832559	15374
POLR2J	1	4798	0.097873615	0.108918214	15375
GSTA2	2	3810	0.097882511	0.108921031	15376
ANKRD6	2	4495	0.098049122	0.109099335	15377
CDCA8	2	3831	0.098203991	0.109264553	15378
SNX30	2	4578	0.098284720	0.109347263	15379
TRAV9-1	2	4685	0.098366357	0.109427927	15380
MRPL43	2	3048	0.098370015	0.109427927	15381
POLD3	2	3332	0.098394232	0.109447751	15382
SPPL3	2	4132	0.098501150	0.109559557	15383
TRAJ42	2	4038	0.098697041	0.109770305	15384
DND1	1	4609	0.098703532	0.109770389	15385
TMEM201	2	4585	0.098732938	0.109795955	15386
C6orf47	1	4389	0.098760369	0.109819322	15387
GNA14	2	3361	0.098872091	0.109936410	15388
DUSP28	1	4573	0.098931835	0.109995692	15389
BCL2L14	2	4361	0.099582150	0.110711539	15390
PDLIM7	2	3364	0.099641308	0.110770112	15391
KRTAP12-1	2	3381	0.099739043	0.110871558	15392
SLC22A18	2	3633	0.099988687	0.111141846	15393
GRTP1	1	3729	0.100071494	0.111226664	15394
NSUN4	2	3085	0.100234980	0.111401137	15395
NDFIP2	2	4859	0.100445654	0.111628029	15396
EIF3C	2	4319	0.100617835	0.111812116	15397
IGLV2-8	1	4019	0.100794378	0.112001026	15398
ATP1B2	1	3272	0.100838869	0.112043188	15399
DDX55	2	3713	0.100978466	0.112191009	15400
CFAP410	1	4488	0.101088245	0.112305686	15401
TRAPPC1	1	4151	0.101311929	0.112546884	15402
VPS26B	2	3043	0.101371924	0.112606221	15403
PRR15L	1	4088	0.101417226	0.112642313	15404
POLDIP2	1	3000	0.101417582	0.112642313	15405
BZW1	1	3313	0.101425616	0.112643923	15406
ZSCAN16	1	4198	0.101441619	0.112654385	15407
C11orf52	2	4137	0.101556565	0.112774716	15408
MED19	1	4548	0.101623562	0.112841790	15409
CDC14B	2	4193	0.101730248	0.112952923	15410
C1QTNF7	1	3619	0.101849439	0.113077925	15411
PLEKHF2	2	3451	0.101895803	0.113122060	15412
WNT5A	1	4802	0.102061938	0.113299147	15413
AWAT2	1	4461	0.102309058	0.113566108	15414
C17orf98	2	4403	0.102318315	0.113569015	15415
SNRPB2	1	3085	0.102619694	0.113896144	15416
TOR2A	1	4303	0.102727316	0.114008197	15417
LCORL	1	4746	0.102963370	0.114262762	15418
DEFA3	1	4912	0.103173881	0.114488949	15419
EIF3F	1	3180	0.103265933	0.114583665	15420
NSMCE3	1	4756	0.103405463	0.114731047	15421
SYNGR2	1	3965	0.103503420	0.114832286	15422
RWDD3	1	3990	0.103556958	0.114884235	15423
NIPA2	1	4963	0.103651854	0.114980402	15424
COMMD3-BMI1	1	3802	0.103657084	0.114980402	15425
CLTA	1	4439	0.103701985	0.115022751	15426
CCN1	2	4629	0.103773485	0.115094596	15427
TXNDC17	1	4117	0.103821642	0.115134827	15428
IGLV3-12	1	4098	0.103823217	0.115134827	15429
POLR3F	1	4434	0.104202863	0.115548346	15430
FAM183A	1	4922	0.104301305	0.115648722	15431
TAF11	1	4276	0.104306902	0.115648722	15432
TMSB4X	1	3931	0.104387682	0.115730787	15433
IGLV3-16	2	3063	0.104527990	0.115878833	15434
IGLV1-47	1	4700	0.104554568	0.115900788	15435
PLPP6	1	3915	0.104647594	0.115996394	15436
ARG2	1	3398	0.104679868	0.116024651	15437
TMEM254	1	3028	0.104904420	0.116266007	15438
SH3BP1	1	4196	0.104972934	0.116332919	15439
CGB3	1	3573	0.104978391	0.116332919	15440
RPS21	1	4940	0.105124012	0.116486746	15441
SLC25A45	2	4606	0.105159805	0.116518862	15442
SNAI3	1	4870	0.105256921	0.116618916	15443
APRT	1	3752	0.105342928	0.116706650	15444
UCN	1	3081	0.105363257	0.116721614	15445
BLOC1S3	1	4438	0.105505251	0.116871348	15446
NTN5	1	3186	0.105565941	0.116931006	15447
CCDC130	1	3532	0.105716364	0.117090043	15448
CCDC58	1	3823	0.105882656	0.117266635	15449
SURF2	1	3216	0.105926112	0.117307170	15450
OLIG2	1	3706	0.105966605	0.117344418	15451
UBE2H	1	4100	0.106541007	0.117972860	15452
H1-10	1	3111	0.106664303	0.118101742	15453
RPS2	1	4347	0.106740788	0.118178781	15454
HSD17B3	1	3790	0.106802900	0.118239898	15455
TRDJ3	1	3625	0.106895336	0.118334575	15456
SHFL	1	4216	0.106929292	0.118364507	15457
CWC15	1	4268	0.106995607	0.118424327	15458
CRYBB3	1	3180	0.106997175	0.118424327	15459
SPATA1	1	4608	0.107048445	0.118473409	15460
BCL7B	1	3474	0.107274229	0.118715610	15461
AC104389.6	1	4646	0.107357997	0.118800629	15462
SRP9	1	3929	0.107405015	0.118844973	15463
C1orf194	1	3386	0.107441923	0.118878124	15464
MRAS	1	4531	0.107490827	0.118924543	15465
RPS11	1	4316	0.107546563	0.118978513	15466
ZC3H12D	1	3548	0.107563888	0.118989987	15467
TMEM242	1	3317	0.107586018	0.119006774	15468
TMEM70	1	4663	0.107624686	0.119041850	15469
SRM	1	3914	0.107790069	0.119217071	15470
RAB14	1	3415	0.108137266	0.119593343	15471
PRAC1	1	3616	0.108158888	0.119609526	15472
TMEM11	1	3409	0.108208771	0.119656955	15473
TNK1	1	4026	0.108339717	0.119794013	15474
PSMC3IP	1	4128	0.108356751	0.119805105	15475
DNAJC19	1	4798	0.108566848	0.120029644	15476
CETN2	1	3297	0.108687894	0.120149926	15477
BNIP3	1	4564	0.108689688	0.120149926	15478
DBNL	1	3761	0.108698540	0.120151949	15479
MITD1	1	4891	0.108714108	0.120161395	15480
RAB32	1	4118	0.108835537	0.120280799	15481
METTL26	1	4660	0.108836197	0.120280799	15482
AGR2	1	4198	0.108850068	0.120288359	15483
NT5C3A	1	3243	0.108857465	0.120288765	15484
DGCR6L	1	4495	0.108868737	0.120293451	15485
FKBP7	1	3542	0.108880259	0.120298414	15486
B3GNT9	1	3603	0.108891283	0.120302825	15487
MTHFS	1	3274	0.108910885	0.120316712	15488
C4orf45	1	3193	0.108941669	0.120342950	15489
COMMD3	1	4494	0.109032287	0.120435277	15490
HOMER2	1	4859	0.109129268	0.120534618	15491
PITPNB	1	4419	0.109146413	0.120545774	15492
LIAS	1	4856	0.109167733	0.120561538	15493
ETV2	1	4593	0.109255416	0.120650585	15494
NECAB3	1	3758	0.109268059	0.120656759	15495
KNCN	1	4705	0.109304468	0.120689174	15496
ADPRHL1	1	4644	0.109391515	0.120777494	15497
SYCN	1	4479	0.109503573	0.120893414	15498
CEP19	1	3342	0.109521180	0.120905051	15499
C14orf180	1	3257	0.109549617	0.120928642	15500
CDIPT	1	3667	0.109700663	0.121086214	15501
GNG7	1	4359	0.109706516	0.121086214	15502
DNAJB7	1	4839	0.109760273	0.121137733	15503
PLA2G2D	1	4793	0.109801048	0.121174918	15504
ANKRD2	1	3041	0.109878093	0.121252123	15505
ATG4B	1	4792	0.109893422	0.121261219	15506
RPS28	1	4645	0.110334310	0.121739862	15507
DPCD	1	3234	0.110438629	0.121847107	15508
RAB21	1	3645	0.110501558	0.121908676	15509
CHMP1A	1	4382	0.110540024	0.121943250	15510
ACYP2	1	3397	0.110559522	0.121956896	15511
BCCIP	1	3818	0.110568757	0.121959221	15512
CT45A9	1	4165	0.110611055	0.121998011	15513
LY6G5C	1	4440	0.110725119	0.122115946	15514
TMEM170B	1	3461	0.110806166	0.122197454	15515
NOP10	1	3209	0.110843518	0.122230768	15516
ZMAT2	1	4323	0.110855968	0.122236619	15517
ARF6	1	3491	0.110929496	0.122302733	15518
LHB	1	3704	0.110930223	0.122302733	15519
ECHDC2	1	4759	0.111009563	0.122382321	15520
CMBL	1	3447	0.111041220	0.122409334	15521
MRFAP1L1	1	3245	0.111134183	0.122503922	15522
SHMT1	1	4355	0.111223681	0.122594678	15523
BMP8A	1	4186	0.111236952	0.122601407	15524
ZNF696	1	3840	0.111247518	0.122605155	15525
CCDC160	1	4177	0.111428583	0.122796796	15526
RAB22A	1	3570	0.111469567	0.122834050	15527
MPV17L2	1	3815	0.111522229	0.122884166	15528
IGLV11-55	1	3067	0.111595414	0.122949593	15529
ICAM4	1	4772	0.111600186	0.122949593	15530
PMP22	1	4640	0.111603164	0.122949593	15531
PDX1	1	4931	0.111718995	0.123069277	15532
PYCR3	1	3536	0.111737140	0.123081340	15533
TOMM20	1	3090	0.111790835	0.123132560	15534
NABP2	1	4074	0.111913053	0.123259243	15535
TP53RK	1	3466	0.111937179	0.123277879	15536
SPRED3	1	3018	0.111974393	0.123310926	15537
EXOSC1	1	3855	0.112014615	0.123347282	15538
TSPAN6	1	4718	0.112068052	0.123398184	15539
MT1F	1	3424	0.112332080	0.123680946	15540
TMEM17	1	3444	0.112363087	0.123707125	15541
CXCL14	1	4138	0.112506564	0.123857117	15542
RPL7	1	3760	0.112538393	0.123884186	15543
PNP	1	3454	0.112564783	0.123905265	15544
KLHDC7B	1	4082	0.112594729	0.123924969	15545
NAAA	1	3100	0.112597169	0.123924969	15546
LSM10	1	3675	0.112843578	0.124188178	15547
FGF16	1	3815	0.112890392	0.124231708	15548
ASF1B	1	3919	0.112910792	0.124246167	15549
METTL5	1	4663	0.112983265	0.124317921	15550
MRPS33	1	4910	0.113035757	0.124367681	15551
CST6	1	3801	0.113080779	0.124402999	15552
PLA2G1B	1	3783	0.113082399	0.124402999	15553
DEFB106B	1	4550	0.113181292	0.124503787	15554
CHIC1	1	3397	0.113241282	0.124561770	15555
S1PR2	1	3459	0.113383242	0.124709904	15556
PIGU	1	3618	0.113498960	0.124829158	15557
FBXL22	1	3967	0.113506994	0.124829970	15558
ECI1	1	3211	0.113565596	0.124886390	15559
CIB1	1	4490	0.113581536	0.124895892	15560
WFDC13	1	4110	0.113591026	0.124898300	15561
IQCK	1	4557	0.113615524	0.124901472	15562
GPR3	1	4698	0.113619813	0.124901472	15563
SPIB	1	3131	0.113621075	0.124901472	15564
RBP7	1	3562	0.113623110	0.124901472	15565
NANOS1	1	4183	0.113639981	0.124911992	15566
BDH2	1	3782	0.113688998	0.124957844	15567
GADD45GIP1	1	3694	0.113710126	0.124973038	15568
DPH5	1	3746	0.113723790	0.124980028	15569
RNF115	1	3729	0.113750956	0.125001854	15570
ERF	1	4058	0.113916910	0.125176182	15571
SPOUT1	1	4843	0.114003205	0.125262961	15572
GPSM3	1	4930	0.114082481	0.125342019	15573
ETNK2	1	3028	0.114138913	0.125395968	15574
LYNX1-SLURP2	1	4742	0.114163433	0.125414853	15575
PF4	1	4304	0.114180419	0.125425460	15576
ATP5MC1	1	4054	0.114227011	0.125468586	15577
SCAND1	1	4329	0.114349393	0.125594949	15578
NDUFB1	1	3242	0.114433697	0.125679476	15579
ST20	1	3574	0.114489143	0.125732300	15580
PRSS45P	1	3231	0.114608623	0.125855435	15581
RIMBP3	1	4244	0.114623553	0.125863752	15582
ANGPTL4	1	3178	0.114720720	0.125962364	15583
TMEM204	1	4661	0.114771911	0.126010485	15584
ETF1	1	4671	0.114786384	0.126018289	15585
FAM81A	1	3220	0.114826700	0.126054461	15586
MRPL50	1	4004	0.114844105	0.126065480	15587
FKBP15	1	3178	0.114932312	0.126154212	15588
SPCS1	1	3756	0.114958962	0.126175370	15589
RPL22L1	1	3962	0.115008805	0.126221979	15590
RAB24	1	4266	0.115047264	0.126256089	15591
LSM8	1	4215	0.115075703	0.126263859	15592
PGLS	1	4879	0.115079018	0.126263859	15593
HSPB8	1	4404	0.115080751	0.126263859	15594
NDUFB2	1	3779	0.115088964	0.126263859	15595
RUSF1	1	4345	0.115091242	0.126263859	15596
TMEM222	1	4724	0.115210297	0.126386368	15597
TGIF2LY	1	4037	0.115242933	0.126414065	15598
ALG6	1	4143	0.115290856	0.126451252	15599
RABL2B	1	3058	0.115291615	0.126451252	15600
EFNA2	1	4786	0.115313257	0.126466882	15601
GPR157	1	4021	0.115338300	0.126486240	15602
TIPIN	1	3089	0.115355440	0.126496929	15603
EN2	1	3174	0.115371737	0.126506692	15604
CCNP	1	3101	0.115404309	0.126534299	15605
SLC66A1	1	4972	0.115433977	0.126558718	15606
PRR14L	1	4758	0.115521890	0.126639326	15607
ORM2	1	3608	0.115522302	0.126639326	15608
PEX7	1	3640	0.115543617	0.126654576	15609
BEX4	1	3059	0.115560826	0.126659077	15610
NAA80	1	4761	0.115562528	0.126659077	15611
AP4S1	1	4464	0.115590971	0.126682136	15612
RDH14	1	4447	0.115616572	0.126697374	15613
KCTD4	1	3857	0.115619684	0.126697374	15614
LAGE3	1	4670	0.115762843	0.126846125	15615
CENPBD1	1	3578	0.115773706	0.126849905	15616
PMF1	1	4359	0.115787168	0.126856531	15617
CMC4	1	4504	0.115815574	0.126879528	15618
TMEM52	1	3596	0.115885101	0.126939779	15619
LANCL1	1	3579	0.115885409	0.126939779	15620
FXYD6	1	3502	0.115935454	0.126984826	15621
CES2	1	3765	0.115941987	0.126984826	15622
TCTEX1D4	1	4954	0.115948798	0.126984826	15623
TMEM126A	1	4331	0.115983887	0.127015124	15624
CIAO2B	1	4961	0.116012670	0.127038514	15625
HEBP2	1	3697	0.116077837	0.127101740	15626
TMEM44	1	4544	0.116104854	0.127123188	15627
HIF1AN	1	4188	0.116130903	0.127143573	15628
PKIG	1	3258	0.116139968	0.127145361	15629
ANTKMT	1	3347	0.116185997	0.127187614	15630
PXT1	1	4743	0.116244218	0.127242770	15631
SH3GLB1	1	4757	0.116251255	0.127242770	15632
MTRF1L	1	3036	0.116316307	0.127305829	15633
ALX3	1	3370	0.116356559	0.127334170	15634
NOL12	1	4427	0.116357086	0.127334170	15635
RABL2A	1	3527	0.116445080	0.127418615	15636
C11orf54	1	4104	0.116450589	0.127418615	15637
NUDT1	1	3488	0.116459042	0.127418615	15638
POLR1E	1	3453	0.116464040	0.127418615	15639
DAZAP2	1	3889	0.116491129	0.127440103	15640
TMED7	1	4477	0.116502119	0.127443977	15641
ADM2	1	3949	0.116570657	0.127510800	15642
STK32A	1	4616	0.116623038	0.127557513	15643
SAP30	1	3864	0.116628272	0.127557513	15644
TRABD	1	4153	0.116712006	0.127633618	15645
SSBP2	1	3204	0.116712775	0.127633618	15646
VBP1	1	4227	0.116829704	0.127753323	15647
C1D	1	3485	0.116843602	0.127760355	15648
PIANP	1	4264	0.116882612	0.127794842	15649
HLA-DRB1	1	4816	0.116906233	0.127812501	15650
DNAJA1	1	3965	0.116953327	0.127855819	15651
FHL2	1	4138	0.116986311	0.127883707	15652
ANO8	1	4678	0.117021261	0.127913740	15653
FAM133B	1	4143	0.117040880	0.127927013	15654
AC024598.1	1	3899	0.117074920	0.127951321	15655
TMEM60	1	4727	0.117078076	0.127951321	15656
CBX1	1	3588	0.117094720	0.127959102	15657
B4GALT1	1	4334	0.117109278	0.127959102	15658
FAM131A	1	4327	0.117116387	0.127959102	15659
TMED8	1	4643	0.117118382	0.127959102	15660
MSANTD1	1	3329	0.117122589	0.127959102	15661
ADH5	1	3869	0.117138627	0.127968453	15662
VAMP5	1	3560	0.117175608	0.128000079	15663
TXNL1	1	4563	0.117182538	0.128000079	15664
IDUA	1	4406	0.117196081	0.128006700	15665
C1orf35	1	4203	0.117214552	0.128018702	15666
LMO3	1	3398	0.117225338	0.128022310	15667
CDO1	1	3132	0.117248823	0.128037722	15668
CXCL16	1	3607	0.117254417	0.128037722	15669
CTRB1	1	3580	0.117330617	0.128112754	15670
IMP4	1	3340	0.117342075	0.128117090	15671
SLC25A17	1	3416	0.117391470	0.128162841	15672
CCND3	1	3265	0.117406688	0.128171277	15673
CBY1	1	3724	0.117435205	0.128194230	15674
FUNDC2	1	4747	0.117497797	0.128254374	15675
MRPL45	1	4863	0.117535544	0.128287393	15676
POLR2H	1	4334	0.117543434	0.128287820	15677
RTP4	1	4907	0.117564374	0.128302490	15678
RPSA	1	3132	0.117590425	0.128316890	15679
FGFR1OP2	1	4128	0.117592568	0.128316890	15680
COPS9	1	3226	0.117654866	0.128376682	15681
C5orf49	1	3079	0.117710225	0.128428897	15682
AUH	1	3581	0.117724119	0.128435865	15683
VDAC3	1	3387	0.117733688	0.128438116	15684
NINJ2	1	3438	0.117771893	0.128471603	15685
LPGAT1	1	3588	0.117845222	0.128539737	15686
C4orf46	1	3319	0.117849378	0.128539737	15687
C1QL1	1	3330	0.117891026	0.128576967	15688
UBE2L6	1	3672	0.117904126	0.128583058	15689
SLF1	1	4908	0.117928208	0.128601124	15690
SNRPG	1	3227	0.117981162	0.128650671	15691
ZCCHC17	1	3381	0.118043918	0.128710899	15692
LRG1	1	4111	0.118076492	0.128730033	15693
PSMG3	1	4576	0.118076513	0.128730033	15694
GCLM	1	3639	0.118130258	0.128777555	15695
PRM2	1	4835	0.118135155	0.128777555	15696
C17orf67	1	3126	0.118160757	0.128797258	15697
SLC25A22	1	4165	0.118191197	0.128821795	15698
PABPC1L2A	1	4583	0.118198326	0.128821795	15699
YWHAZ	1	3281	0.118249407	0.128869258	15700
STAP2	1	3944	0.118326765	0.128945351	15701
LETM2	1	3075	0.118342026	0.128953767	15702
AGR3	1	4018	0.118352296	0.128956746	15703
SPX	1	3899	0.118383730	0.128981352	15704
LXN	1	4035	0.118389955	0.128981352	15705
MGST3	1	4047	0.118422311	0.129008388	15706
HSD17B11	1	4164	0.118472789	0.129055162	15707
MRNIP	1	4635	0.118512066	0.129089728	15708
AGMAT	1	3256	0.118550194	0.129123039	15709
FAM72C	1	3529	0.118563740	0.129129573	15710
C8orf58	1	3023	0.118596578	0.129150311	15711
DRAM2	1	4005	0.118605016	0.129150311	15712
ZFYVE21	1	3483	0.118605426	0.129150311	15713
KRTAP9-9	1	3985	0.118653579	0.129194523	15714
CLRN3	1	4835	0.118742521	0.129283140	15715
CABP2	1	3918	0.118795200	0.129329510	15716
RNF24	1	3161	0.118801058	0.129329510	15717
YIPF2	1	4430	0.118807787	0.129329510	15718
SCO1	1	4873	0.118843788	0.129360470	15719
RPL23	1	3849	0.118856666	0.129366256	15720
TCTN1	1	3338	0.118880728	0.129378366	15721
SPRN	1	4094	0.118882915	0.129378366	15722
ZNF784	1	3472	0.118897336	0.129385831	15723
AP3S2	1	3976	0.118915279	0.129396198	15724
WDR83OS	1	4135	0.118921988	0.129396198	15725
PAICS	1	3840	0.118937432	0.129404773	15726
PCGF1	1	4489	0.119002160	0.129466965	15727
STX6	1	3866	0.119033421	0.129492741	15728
NAT9	1	3708	0.119049561	0.129502066	15729
RNF44	1	3502	0.119148387	0.129601328	15730
PRLH	1	3996	0.119179531	0.129626964	15731
ZNF703	1	3091	0.119198472	0.129639325	15732
SP8	1	4511	0.119288163	0.129728625	15733
ENHO	1	3380	0.119296490	0.129729436	15734
SMAD5	1	3402	0.119329954	0.129757580	15735
RNASE8	1	4396	0.119338647	0.129758786	15736
RPS4Y1	1	3665	0.119380222	0.129790783	15737
RPS15A	1	3571	0.119383246	0.129790783	15738
TCEAL1	1	3130	0.119401166	0.129796764	15739
PRPSAP2	1	3815	0.119408210	0.129796764	15740
CBFB	1	3237	0.119411506	0.129796764	15741
AC023055.1	1	3107	0.119451008	0.129824897	15742
NKX2-8	1	3121	0.119452563	0.129824897	15743
NELFE	1	4240	0.119486910	0.129853978	15744
LIN52	1	4971	0.119506324	0.129866828	15745
PLAAT1	1	4973	0.119539511	0.129894642	15746
